id,name,email,score,active,department,salary
537,User537,user537@example.com,268.5,False,Dept7,103700
538,User538,user538@example.com,269.0,True,Dept8,103800
539,User539,user539@example.com,269.5,False,Dept9,103900
540,User540,user540@example.com,270.0,True,Dept0,104000
541,User541,user541@example.com,270.5,False,Dept1,104100
542,User542,user542@example.com,271.0,True,Dept2,104200
543,User543,user543@example.com,271.5,False,Dept3,104300
544,User544,user544@example.com,272.0,True,Dept4,104400
545,User545,user545@example.com,272.5,False,Dept5,104500
546,User546,user546@example.com,273.0,True,Dept6,104600
547,User547,user547@example.com,273.5,False,Dept7,104700
548,User548,user548@example.com,274.0,True,Dept8,104800
549,User549,user549@example.com,274.5,False,Dept9,104900
550,User550,user550@example.com,275.0,True,Dept0,105000
551,User551,user551@example.com,275.5,False,Dept1,105100
552,User552,user552@example.com,276.0,True,Dept2,105200
553,User553,user553@example.com,276.5,False,Dept3,105300
554,User554,user554@example.com,277.0,True,Dept4,105400
555,User555,user555@example.com,277.5,False,Dept5,105500
556,User556,user556@example.com,278.0,True,Dept6,105600
557,User557,user557@example.com,278.5,False,Dept7,105700
558,User558,user558@example.com,279.0,True,Dept8,105800
559,User559,user559@example.com,279.5,False,Dept9,105900
560,User560,user560@example.com,280.0,True,Dept0,106000
561,User561,user561@example.com,280.5,False,Dept1,106100
562,User562,user562@example.com,281.0,True,Dept2,106200
563,User563,user563@example.com,281.5,False,Dept3,106300
564,User564,user564@example.com,282.0,True,Dept4,106400
565,User565,user565@example.com,282.5,False,Dept5,106500
566,User566,user566@example.com,283.0,True,Dept6,106600
567,User567,user567@example.com,283.5,False,Dept7,106700
568,User568,user568@example.com,284.0,True,Dept8,106800
569,User569,user569@example.com,284.5,False,Dept9,106900
570,User570,user570@example.com,285.0,True,Dept0,107000
571,User571,user571@example.com,285.5,False,Dept1,107100
572,User572,user572@example.com,286.0,True,Dept2,107200
573,User573,user573@example.com,286.5,False,Dept3,107300
574,User574,user574@example.com,287.0,True,Dept4,107400
575,User575,user575@example.com,287.5,False,Dept5,107500
576,User576,user576@example.com,288.0,True,Dept6,107600
577,User577,user577@example.com,288.5,False,Dept7,107700
578,User578,user578@example.com,289.0,True,Dept8,107800
579,User579,user579@example.com,289.5,False,Dept9,107900
580,User580,user580@example.com,290.0,True,Dept0,108000
581,User581,user581@example.com,290.5,False,Dept1,108100
582,User582,user582@example.com,291.0,True,Dept2,108200
583,User583,user583@example.com,291.5,False,Dept3,108300
584,User584,user584@example.com,292.0,True,Dept4,108400
585,User585,user585@example.com,292.5,False,Dept5,108500
586,User586,user586@example.com,293.0,True,Dept6,108600
587,User587,user587@example.com,293.5,False,Dept7,108700
588,User588,user588@example.com,294.0,True,Dept8,108800
589,User589,user589@example.com,294.5,False,Dept9,108900
590,User590,user590@example.com,295.0,True,Dept0,109000
591,User591,user591@example.com,295.5,False,Dept1,109100
592,User592,user592@example.com,296.0,True,Dept2,109200
593,User593,user593@example.com,296.5,False,Dept3,109300
594,User594,user594@example.com,297.0,True,Dept4,109400
595,User595,user595@example.com,297.5,False,Dept5,109500
596,User596,user596@example.com,298.0,True,Dept6,109600
597,User597,user597@example.com,298.5,False,Dept7,109700
598,User598,user598@example.com,299.0,True,Dept8,109800
599,User599,user599@example.com,299.5,False,Dept9,109900
